"Title","Type","Price","Area","Msg","Review","href","Enhance"
"獨立套房出租鄰敦化國中近捷運南京復興站","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","屋主王太太/12分鐘內更新/1條問答/137人瀏覽","137人","https://rent.591.com.tw/rent-detail-11190152.html","黄金曝光"
"捷運忠孝敦化♥採光佳♥獨立陽台♥垃圾代收","獨立套房   |  6坪   |  樓層：6/7","13,500 元/月","加賴有屋內影片 大安區-仁愛路四段345巷","仲介劉先生/2小時內更新/58人瀏覽","58人","https://rent.591.com.tw/rent-detail-11244592.html","Normal"
"有影片、雙捷運、採光佳、大空間、垃圾代收","獨立套房   |  7坪   |  樓層：2/5","14,000 元/月","松山區-八德路三段12巷","仲介劉先生/2小時內更新/32人瀏覽","32人","https://rent.591.com.tw/rent-detail-11244698.html","Normal"
"東區、獨立陽台、代收垃圾","獨立套房   |  8坪   |  樓層：3/5","14,488 元/月","大安區-敦化南路一段177巷","仲介陳先生/2小時內更新/121人瀏覽","121人","https://rent.591.com.tw/rent-detail-11277845.html","Normal"
"信義安和獨立美套*房間廁所有窗*大師橞雯","獨立套房   |  4坪   |  樓層：3/3","12,000 元/月","大安區-通化街57巷","仲介王橞雯/2小時內更新/47人瀏覽","47人","https://rent.591.com.tw/rent-detail-11211580.html","Normal"
"東區、獨立陽台、代收垃圾","獨立套房   |  8坪   |  樓層：3/5","13,988 元/月","大安區-敦化南路一段177巷","仲介陳先生/3小時內更新/57人瀏覽","57人","https://rent.591.com.tw/rent-detail-11196233.html","Normal"
"永康/東門、中正國中、含稅/垃圾代收","獨立套房   |  7坪   |  樓層：1/4","14,988 元/月","大安區-信義路二段10巷","仲介陳先生/3小時內更新/22人瀏覽","22人","https://rent.591.com.tw/rent-detail-11216230.html","Normal"
"師大、全新裝潢、獨立洗衣、有廚房","獨立套房   |  5坪   |  樓層：4/5","14,988 元/月","大安區-泰順街38巷","仲介陳先生/3小時內更新/1條問答/31人瀏覽","31人","https://rent.591.com.tw/rent-detail-11228926.html","Normal"
"師大夜市、大窗採光","獨立套房   |  5坪   |  樓層：4/4","12,988 元/月","大安區-泰順街38巷","仲介陳先生/3小時內更新/49人瀏覽","49人","https://rent.591.com.tw/rent-detail-11228500.html","Normal"
"南京三民、獨立洗衣機、大窗採光","獨立套房   |  7坪   |  樓層：4/4","11,988 元/月","松山區-八德路四段204巷","仲介陳先生/3小時內更新/99人瀏覽","99人","https://rent.591.com.tw/rent-detail-11269530.html","Normal"
"菁華區套房，家具全，生活機能佳","獨立套房   |  10坪   |  樓層：頂樓加蓋/4","15,000 元/月","松山區-八德路三段","屋主詹先生/3小時內更新/61人瀏覽","61人","https://rent.591.com.tw/rent-detail-11212095.html","Normal"
"┌有對外窗┬近南京三民站┬近饒河夜市┐","獨立套房   |  6坪   |  樓層：3/3","9,000 元/月","松山區-南京東路五段291巷","仲介高先生/3小時內更新/96人瀏覽","96人","https://rent.591.com.tw/rent-detail-11267805.html","Normal"
"◎可寵◎雙人床可住兩人◎捷運南京三民站◎","獨立套房   |  7坪   |  樓層：2/3","9,000 元/月","松山區-南京東路五段291巷","仲介高先生/3小時內更新/148人瀏覽","148人","https://rent.591.com.tw/rent-detail-11227120.html","Normal"
"┌忠孝復興站┬有電梯┬近SOGO┬東區┐","獨立套房   |  5坪   |  樓層：7/7","10,000 元/月","大安區-仁愛路三段143巷","仲介高先生/3小時內更新/1條問答/114人瀏覽","114人","https://rent.591.com.tw/rent-detail-11213601.html","Normal"
"◎大坪數空間◎可養寵物◎南京三民◎松山◎","獨立套房   |  7坪   |  樓層：2/3","9,000 元/月","松山區-南京東路五段291巷","仲介高先生/3小時內更新/101人瀏覽","101人","https://rent.591.com.tw/rent-detail-11236324.html","Normal"
"通化夜市超值套房(通化B1)請詳閱內文","獨立套房   |  4坪   |  樓層：3/7","11,000 元/月","大安區-通化街","代理人小韋/4小時內更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11247109.html","Normal"
"*忠孝敦化站*採光佳*垃圾代收*","獨立套房   |  6坪   |  樓層：6/7","13,500 元/月","大安區-仁愛路四段345巷","仲介梁先生/4小時內更新/12人瀏覽","12人","https://rent.591.com.tw/rent-detail-11252879.html","Normal"
"台科大.台大.套房(辛亥A8)請詳閱內文","獨立套房   |  10坪   |  樓層：頂樓加蓋/5","15,000 元/月","大安區-辛亥路三段157巷","代理人小韋/4小時內更新/95人瀏覽","95人","https://rent.591.com.tw/rent-detail-11228460.html","Normal"
"*小巨蛋站*對外窗*育達*採光套房","獨立套房   |  5坪   |  樓層：1/4","10,998 元/月","松山區-八德路三段155巷","仲介邰先生/4小時內更新/46人瀏覽","46人","https://rent.591.com.tw/rent-detail-11231897.html","Normal"
"八德路三段/小巨蛋站/家俱電齊全","獨立套房   |  9坪   |  樓層：5/5","14,000 元/月","松山區-八德路三段99巷","代理人郭先生/4小時內更新/69人瀏覽","69人","https://rent.591.com.tw/rent-detail-11262745.html","Normal"
"小資套房/捷運忠孝敦化站3分鐘/無仲介費","獨立套房   |  6坪   |  樓層：4/4","12,000 元/月","大安區-延吉街70巷","屋主王先生/4小時內更新/62人瀏覽","62人","https://rent.591.com.tw/rent-detail-11226772.html","Normal"
"超值大套房、近台大、垃圾代收、可養貓","獨立套房   |  10坪   |  樓層：頂樓加蓋/11","14,999 元/月","大安區-羅斯福路三段","仲介張先生/4小時內更新/115人瀏覽","115人","https://rent.591.com.tw/rent-detail-11272246.html","Normal"
"大降價♥捷運東門♥大安公園♥採光好♥","獨立套房   |  7坪   |  樓層：3/3","10,000 元/月","加賴有屋內影片 大安區-永康街","仲介劉先生/4小時內更新/129人瀏覽","129人","https://rent.591.com.tw/rent-detail-11258858.html","Normal"
"雙捷運♥生活方便♥小資首選♥有影片","獨立套房   |  7坪   |  樓層：5/5","9,998 元/月","松山區-復興南路一段","仲介劉先生/4小時內更新/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11267006.html","Normal"
"延吉街旁/可短期月租/大空間","獨立套房   |  5坪   |  樓層：4/4","11,000 元/月","大安區-光復南路290巷","仲介邱先生/4小時內更新/46人瀏覽","46人","https://rent.591.com.tw/rent-detail-11216066.html","Normal"
"近大安站/三捷交匯/生活便利/採光通風佳","獨立套房   |  5坪   |  樓層：4/4","9,000 元/月","大安區-大安路二段141巷","仲介黃先生/4小時內更新/2條問答/117人瀏覽","117人","https://rent.591.com.tw/rent-detail-11171099.html","Normal"
"近東門站/獨立洗衣機/採光明亮機能佳","獨立套房   |  6坪   |  樓層：3/4","12,500 元/月","大安區-潮州街","仲介黃先生/4小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11200064.html","Normal"
"近麟光站一分鐘/免爬樓梯/生活機能優","獨立套房   |  6坪   |  樓層：1/4","15,000 元/月","大安區-和平東路三段","仲介黃先生/4小時內更新/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11200094.html","Normal"
"安和站旁/獨立洗衣機/可短期月租另議","獨立套房   |  5坪   |  樓層：4/4","9,000 元/月","大安區-臨江街118巷","仲介邱先生/4小時內更新/51人瀏覽","51人","https://rent.591.com.tw/rent-detail-11215353.html","Normal"
"安和站旁/可短期月租/臨江夜市","獨立套房   |  5坪   |  樓層：4/4","9,000 元/月","大安區-臨江街118巷","仲介羅先生/4小時內更新/1條問答/63人瀏覽","63人","https://rent.591.com.tw/rent-detail-11215346.html","Normal"
"近忠孝敦化站/格局方正/機能便利/搶先~","獨立套房   |  6坪   |  樓層：4/5","8,800 元/月","大安區-敦化南路190巷","仲介黃先生/4小時內更新/106人瀏覽","106人","https://rent.591.com.tw/rent-detail-11240670.html","Normal"
"延吉街旁/可短期月租/大空間","獨立套房   |  5坪   |  樓層：4/4","12,500 元/月","大安區-光復南路290巷","仲介羅先生/4小時內更新/51人瀏覽","51人","https://rent.591.com.tw/rent-detail-11264143.html","Normal"
"忠孝復興站7分鐘~漂亮套房~","獨立套房   |  8坪   |  樓層：4/4","9,000 元/月","松山區-復興南路一段","仲介邱先生/4小時內更新/60人瀏覽","60人","https://rent.591.com.tw/rent-detail-11265829.html","Normal"
"忠孝復興站7分鐘~漂亮套房~","獨立套房   |  7坪   |  樓層：5/5","10,000 元/月","松山區-復興南路一段","仲介邱先生/4小時內更新/83人瀏覽","83人","https://rent.591.com.tw/rent-detail-11265844.html","Normal"
"忠孝復興站7分鐘~漂亮套房~","獨立套房   |  7坪   |  樓層：5/5","12,000 元/月","大安區-市民大道四段","仲介羅先生/4小時內更新/49人瀏覽","49人","https://rent.591.com.tw/rent-detail-11265781.html","Normal"
"忠孝復興站7分鐘~漂亮套房~","獨立套房   |  7坪   |  樓層：5/5","12,000 元/月","大安區-市民大道四段","仲介邱先生/4小時內更新/30人瀏覽","30人","https://rent.591.com.tw/rent-detail-11265764.html","Normal"
"近台電大樓站/採光明亮通風佳/可養寵","獨立套房   |  6坪   |  樓層：4/4","13,000 元/月","大安區-師大路135巷","仲介黃先生/4小時內更新/46人瀏覽","46人","https://rent.591.com.tw/rent-detail-11247136.html","Normal"
"近東門站/小資族首選/生活機能良好","獨立套房   |  5坪   |  樓層：3/4","9,900 元/月","大安區-潮州街","仲介黃先生/4小時內更新/1條問答/77人瀏覽","77人","https://rent.591.com.tw/rent-detail-11247162.html","Normal"
"近忠孝敦化站/免爬樓梯/獨立洗曬","獨立套房   |  7坪   |  樓層：8/8","15,000 元/月","大安區-忠孝東路四段170巷","仲介黃先生/4小時內更新/18人瀏覽","18人","https://rent.591.com.tw/rent-detail-11247165.html","Normal"
"近忠孝敦化站/機能便利/學生首選/搶先~","獨立套房   |  5坪   |  樓層：2/4","9,500 元/月","大安區-金山南路一段67巷","仲介黃先生/4小時內更新/89人瀏覽","89人","https://rent.591.com.tw/rent-detail-11255850.html","Normal"
"師大商圈套房出租(可申請租金補助)","獨立套房   |  5坪   |  樓層：3/5","13,800 元/月","師大金棧 大安區-師大路68巷27號","仲介林先生/5小時內更新/46人瀏覽","46人","https://rent.591.com.tw/rent-detail-11148243.html","Normal"
"饒河夜市松車採光佳獨洗(多間)","獨立套房   |  7坪   |  樓層：5/5","13,500 元/月","松山區-塔悠路","仲介郭小姐/5小時內更新/70人瀏覽","70人","https://rent.591.com.tw/rent-detail-11275166.html","Normal"
"台大師大獨立套房出租","獨立套房   |  6坪   |  樓層：2/6","14,000 元/月","師大金冠 大安區-浦城街13巷9號","屋主游先生/5小時內更新/184人瀏覽","184人","https://rent.591.com.tw/rent-detail-11275047.html","Normal"
"2樓.電費2.1元捷運南京三民站.大套房","獨立套房   |  8坪   |  樓層：2/4","12,800 元/月","松山區-市民大道五段135號","代理人葉小姐/5小時內更新/32人瀏覽","32人","https://rent.591.com.tw/rent-detail-11115513.html","Normal"
"2樓.電費2.1元捷運南京三民站.大巨蛋","獨立套房   |  6坪   |  樓層：2/4","11,900 元/月","松山區-市民大道五段","代理人葉小姐/5小時內更新/40人瀏覽","40人","https://rent.591.com.tw/rent-detail-11078048.html","Normal"
"近捷運雙面採光！電梯垃圾代收","獨立套房   |  9坪   |  樓層：5/7","14,999 元/月","大安區-忠孝東路三段217巷","屋主高先生/5小時內更新/1條問答/106人瀏覽","106人","https://rent.591.com.tw/rent-detail-11256542.html","Normal"
"南京三民/東寧路、獨立洗衣、靜巷單純","獨立套房   |  7坪   |  樓層：4/4","11,988 元/月","松山區-八德路四段204巷","仲介黃先生/5小時內更新/79人瀏覽","79人","https://rent.591.com.tw/rent-detail-11266392.html","Normal"
"師大/台電/古亭、獨立洗衣、單人床","獨立套房   |  5坪   |  樓層：4/4","13,000 元/月","大安區-泰順街38巷","仲介黃先生/5小時內更新/73人瀏覽","73人","https://rent.591.com.tw/rent-detail-11256786.html","Normal"
"師大夜市、全新裝潢、小廚房、獨立洗衣","獨立套房   |  6坪   |  樓層：4/5","15,000 元/月","大安區-泰順街38巷","仲介黃先生/5小時內更新/45人瀏覽","45人","https://rent.591.com.tw/rent-detail-11192095.html","Normal"
"東門/中正國中、含稅入籍、垃圾代收","獨立套房   |  7坪   |  樓層：1/4","15,000 元/月","大安區-信義路二段10巷","仲介黃先生/5小時內更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11222378.html","Normal"
"忠孝敦化站/東區商圈.獨立陽台.可寵","獨立套房   |  8坪   |  樓層：3/5","14,500 元/月","大大房屋 大安區-敦化南路一段177巷","仲介鍾先生/5小時內更新/222人瀏覽","222人","https://rent.591.com.tw/rent-detail-11273077.html","Normal"
"近公館捷運步行3分鐘","獨立套房   |  7坪   |  樓層：頂樓加蓋/11","15,000 元/月","大安區-羅斯福路三段","屋主陳小姐/5小時內更新/68人瀏覽","68人","https://rent.591.com.tw/rent-detail-11247199.html","Normal"
"(短期)近師大夜市永康商圈獨立微型套房","獨立套房   |  2坪   |  樓層：7/12","11,888 元/月","大安區-和平東路一段147號","代理人陳小姐/6小時內更新/79人瀏覽","79人","https://rent.591.com.tw/rent-detail-11259313.html","Normal"
"cp值高！限女性，要有正當職業","獨立套房   |  5坪   |  樓層：4/4","9,000 元/月","大安區 大安區-敦化南路一段160巷","屋主陳先生/6小時內更新/73人瀏覽","73人","https://rent.591.com.tw/rent-detail-11242292.html","Normal"
"科技大樓捷運美套房","獨立套房   |  5坪   |  樓層：2/4","11,000 元/月","大安區-復興南路二段373號","仲介盧先生/6小時內更新/56人瀏覽","56人","https://rent.591.com.tw/rent-detail-11093458.html","Normal"
"🌈信義安和站/通化夜市.乾淨/安靜套房","獨立套房   |  6坪   |  樓層：3/3","8,500 元/月","近基隆路二段/信義路/通化夜市 大安區-通化街101巷","仲介加賴專員服務/6小時內更新/10人瀏覽","10人","https://rent.591.com.tw/rent-detail-11283017.html","Normal"
"東門、古亭、永康商圈、信義路二段、和平東","獨立套房   |  7.5坪   |  樓層：4/4","14,500 元/月","大安區-金山南路二段185巷","仲介張先生/6小時內更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11265483.html","Normal"
